PaperID,JournalID
8509485721393d06595834a98c527a3f54052009,0
a7446c94ef2515f744c1bb04e8f51f0f141a1993,1
dc106710715e3b724e393e3562cbb8f2e5865161,2
d11678f5e923165d55c6434a445ab39dfbe65f5e,2
2e1c953f3f76907e98a3f3df23ec6858e0def92c,3
d534fc35fb46d0d1df38838db2107ebb0ec71ff4,4
82f4f334e87737921035e7d172a895ed41a03fdf,5
860fc334ad902d847f28cbbe0234d158590da5b4,6
48748deac5da9d0ab0d09bffe254ada4b151bbb0,7
49a9a7363858a821ce824f57ae8b3efa675372a3,8
a766e4ae21d21e3ae16c40c9c6c7c9b396c8f769,9
bc291d55606ed79f1bab48b35d1ce83b406c17db,10
8daca718703f71dc1772d911b1cabdbee3a86f7d,11
56e803a517d8cd7fd9f1474ad54dc926533ec38f,12
8962505574f752c9b82ee243bceabf4753bfe717,13
87c198f86bc6eaa9439d309904081ac294382abb,14
914968d3df158691e8eae81da1e4b8086ddac91d,15
caf27f4542e8dccdaaa22a27a7b95b5ef0c6d2b8,16
ea0cb965e2a5190d2497caddbbb79e7036d207cf,4
422337fa8bfebf37fad9730b1711acf8ea5f4e92,17
88b10094e3ba27033dff0f96a412329220cb1f9a,18
1df91e92ac8e388ed0ccf305f0c0eb769373aeff,11
22301fafc0d082fe05d0c6d85693abf34527320c,19
c995f1f102e886192bdd6d29ac567f1c68cb03ad,20
f8413d402f4aa45c2f517ec9f03c7264a49df2d0,21
30c7e10fec9464c9745e1756acd1ca485509524b,22
8bc2f055c6e0a54f7a1915b96b4e8bf2bf89a10f,23
430a13ce74e2cce8a5316fdc14d4aba7f651890b,3
a5ff51640fcf48cbd8f73b8e3b236adae66ac2e2,24
4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,25
10dcde63c6ce45a850018a52d32bcec621038b21,26
b57611c4ad704d2a9c44fad3bd1e062bc10e3d87,27
7635dd17557475edb06d91599d9a9bfc9c961cd5,28
d8cfdb075bf76e1ba6279337ac975a1b0d3d55bb,28
26baef4b4409858dd43f89db2394ea47784f845a,29
f6464f77281201e5fb811eaacc61d1497524fc8b,30
2bad667e45c76b6edf8e7fe54f6cdd267189c743,31
a4dacead25704c5dad8828e2c9cd5bf5d85deccb,32
8920b3deb590c3082a8372cabe68e6ac67922708,8
ce150f1082cefcdb82845fefef07fb01321d33c7,33
2e4561251785cf38d691d441a7e429e55a9dd9ac,33
445c71912a718b6add8b79d01ee02aaadb51a5cb,34
643eead5e4d0bfa8ae87311d2160535e05790f55,20
8f4ab8fd013ec000ef4c092ad80673543ace5aec,35
870f2c241e59ac83d84c5bff8a4c56fe39e90357,36
d3fc9555b45cbf3f21118fd22e530cf005c8bce6,37
1968d81206a3345bc41566213fe63e15ac6ff777,38
186aeaf08e545a62fd975ac56068d9b5f2043ad9,39
ef8b54c52d391b3c06099aa2265bfcd159088d24,40
472a2bcc097f367686ac2edffff3d720babfea36,41
ffa6358e22a4a64e405bc265ffe7af433c159891,42
34b6eaccd2f33fc7fa47194b80717c90ca9c39d6,43
991ccd62c8ad721b6d64dbc3be215f8cda060dc0,44
6e58d41d7753766304c26b1f4f57801996fcfc7f,45
3ef1aa70d22148011d5fd8d05a64babd9f61c895,46
fd32aa0d204a9b5746087599a8a83277c1f88cb6,47
cbabc9267d0d0bb9ca81006624b2cf3bcc2496fa,48
309632fe3feee8f85b2ca98772bce31b2a3ede06,49
f4ba0defbf903dae5fe7e427b6a77d0c4d7948eb,50
31a2887c35ca62a31349f45c4856e7e0a200759f,51
f6c9b52a78ab2cd4788d49d2d7a61627bec2b3c3,52
36a1d00f5a77b47ba7ebb5c51578f1dc3f0f7256,53
6aa08ece7113d0bbf96644e3a61f5be416f4358f,54
ab4249e9f758ede75ee22ccf28d3717c418072e6,55
377d44f890140e0dcd36fa32290b3814d666f2b6,56
7472ff8b09063a2e2d5aa43d8305ed7060b1eeb5,57
79b2367b4ad78cd22eb5c9e1f6a81620077d084b,58
eb009311ec785844e49ac3bc24c23e3c21007efe,59
553f14bca493edf3de05af576bd68044ee79c20f,60
2808f416ce680be15e36576c65acd50622c19ff0,61
2cc40447281b4d8604c7c7dda22c5ecb53812e73,62
9badb1277c4ad05546629e7e540e0fb9b9929576,63
2e4dea5d2d4dc047e77a0b7f809259e6a20df556,64
474bc7708af82585aefdb9c402acb5cc1d1e4c5c,56
34546f41d8a06e37a651f86b3a23ad7c16023348,1
907fbb97d6a26ddc12d8880f0639318f29c065b4,59
564992c12097a87c279a90a1459eb72bbd007090,65
d29036946152bddf950fec7a08c2828a8a8f902e,66
54662da5de373d5bfc2c4f6144303d53c17f7006,67
2ba2ca5d1ff7532a987ca5e4224e257b32f5e140,23
d0ec065f7f3a7239612de00859b75efabd3c9f7f,68
4f85463b404876bc2d21a8f108817d25ca6288af,69
d1f1d4c74cd03d7560e740578ce88e8d0c1d3d32,3
f794f0cc1b55ea8cf26bf0372bc7ba6740ca8e83,70
48615c3cba178c4193d5106b59205861217fb52f,71
55f0404b6e67405f2fa0ef7ba3550f4fa86c5631,71
3377cd2febd3162747072d433cd8df9e6652b124,72
8b9411fc2a95899be9a4a543736f6d4348a64759,73
9a1ec46c7afe7e06b5d09d68040269a1cb2f8d50,74
2c9873f06b99fb867a0545a13a9f0fe0e33b1326,37
40bd70d2d176d2112259b7350cccfc058e6b7afa,75
aeeaf09a81bcf2ee5b8b4c41b97c34e4c20ab008,17
e046eaa83e43c5663332eac4f9a6797931e8c6cd,76
ba31105df62c9118f22ad70637aa7dc8c11a80dd,77
9df1b2509eb2e81da2bf3414b52e402a20dbf89e,77
4bc598267a691eb3b7a59197d82f2bda3a421c54,77
cef530e1a4b270262e1d17327711d4c59a7d99a5,78
29330205c83a1752da4fbbc36ba4d34cef2d55bf,79
72f9ccea442fdbd7501c6684996d3c2033e0ba76,50
261e27ffa7678bc4fc043486594a0e72b25e91fa,80
eaa308e5e0a620ea5f9df56dfd522ee517ecb529,81
3bf289262439bc9e024d6d590d26cc517534b517,82
b97d8b27224efb6655091393f27441b6ed8e6395,83
6ca961736ea1fa1fb92a895ee9890a49473f921b,84
1e2aa53f7f8f3fe0d8e9ba0e51e5036c0864fbc4,50
0cd5892b6b67255a639a14c646accbf60ff33db9,85
b50ebcbbec47e6e3c8c98e5990c7dcafc7508409,86
da981e00c5f4a2aa931d02ae2a3211b0a0ac1b63,26
ac6ec6a266df0d8245959319d55caa1c133adf7e,87
552271f22a591b29a2cca23f4ba39ea3880c8e79,88
593f679bb6541bffe28401d47c1a7c6ee411d9f1,88
d078dd095a36e2e46185814a8ef90285ebce6470,89
350e394d422ac4cd5fbe5d03bf25d44e41c47782,90
5fffbd9271f4234652f375df111a3e97303fc52c,91
d77b929e29876c369effceb4ae6ec105a83e7a40,13
33f85e5fc64f60be07a457271d869d30783dedd4,92
09c3926ad0d6d4b4362ddcc7d759986631a2c9e4,27
97a26b15405351b4bb70e28537ea59bef67d4d1d,27
4bb89960ec808e5c2888c4a734bb7aa866b0ccca,32
c5b4919856afef2fa6b252a04b1368f5789d68f5,37
e1d0153a3f705c8b25be6382a546654a00e08bdb,93
dccd0b8798304773062352fbc051c4f072da3cd7,94
dde42bddcc0c7fe402a1a537a97ff70b2a363df7,72
51e09da838e9a524076118948d99180f1600ceba,95
bf20c8c74dc8fcdd0177d8168890f0a514093142,96
e2324ea23edf95daadc47bcb925c7ac774362445,54
fb3836690a361e39d476ed6db9ac671c1da1f410,3
569e323c84bcc01fc6562ea2c7084c7a2a00e703,97
ba8fabb994f41e1849616e44c3a645a21c22056a,98
02a83a755a5e4c5dbb445b132a9c991deea0245c,99
d1e0e182117f80e2b364a856710f6ccf9091eb4f,98
a7690966fff0f8961e85b911cdd2ca1ebcae4869,100
ac6877ada2af50d03c23f9c9d15d5e0a06d46d6d,101
25deb9cc0da78e2cf307f2823cfe8b280b154052,102
a3631aabe1a597ac9236236b0ba8c72ce3420e9e,100
9a2d5eefd7ca7939a643294a87a1a324bd03ae0e,103
f250ef0a7e3bdc60888dabea5ee31ec0e1e59662,40
786d99ce9386d77f22a59197a53e9a8e81d09b1a,104
6144728018865691618dd340f3bad17dfc06d720,105
12a494043e159e0c6b47b8c72c16b3e3523e9272,106
56d1864e48f03bba56a632bb1fc11cf6cf59197d,4
9a4da56e61b49a4ed905e4a9ad7d9d8163c4c485,107
53eba4ee8f79ce86ab0b06303b23ef1a69fe67d4,108
1b7d4841b6bd050812d78af9cab9f556d19b8231,109
00970f4d0e3e822f4d3d5785f4a67c360081ac3a,110
b43cf5e271d2244a0a9877e901ce9d0c7c42c1db,111
874cded95b1f8cb362a102a15865f38a75e1bda7,112
53f258ad9abc09728db7cbbead2c4e3e19d676f2,112
541433e00644840c25601b98509b6de954c3ea66,112
5bb607e7246519375f75bed264acbc9c92307b09,59
cdbdfbe7aaab94793857356e88e78c84fd48a166,113
da19f3f67ac1dadbd8151dd8ad6e14afe307e1c2,26
fc14be9376dc35069f58cf2f777952694437f1ff,83
67af5676c6069143eab98330aa6d28ceec359bb1,114
7bb5e4db37dabc756a94c7f264700dad032cd628,115
a2592d944a85df0ef87726cf2cabeb022a4aa1fb,6
45bfb9de95046602b6c7512e827e0a6e206d6abb,116
51ef0f6b6080ae713c196408888f1287fd1a1950,117
1cea4d24bfeffc73a5d5069d7349edc0a84c6e2a,118
cd23c4a94aa04bf6134cb8b9c279298251693d26,37
cd6402234500f37286e52811dbdbfb87b557a437,62
4560aaf6aa9d59dddbc4939c6573b1385761f567,119
1222c3eec67aa8d09799c60740360cae9d6026cb,28
23396e5737f0da128c9a011d28ac88735db1357e,120
186ed3abeb8e97f529bfcad2e7502a395936d364,121
59ad2aecfde8512480b5d7340a368dd834c64e0f,122
6d32bb42a9d27ecb4dfdde5a0e1c82cfc1c65bf7,123
0e11db239f53293e3834828eaae33894b83bb880,124
1b105488d1908164daa92b4f380e345f053b5988,122
4414b3bae922531cdb1086fbd25697cbd016da82,124
d8dcfb5718eaf1d9931998f4e2bb04c0ff8ca86d,123
5c5143c613d0edd845aba18132b037386814f388,124
007b885f74eb1783a86e9ac0670c1035c08a199f,3
b4293f17cfdb1ad1f24aa687794f52001516dc94,17
078241442033645965d810576d7f93f9c3a15b54,125
569c9dcd9c9b7d0797349396589a65fa1bb4c3c4,126
0036975a5e51251e3ccde743ecc3aa18a9ae7623,127
9aaa1213b9c7f531b8c6e8ed1ce7e07b9b33d012,58
348e380a48afcc55e72438bfac2747ec4c8cbfd4,128
